FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
44,CASTILLA-LEON,CL-101,NIEBLA,2021/01/19 09:16:00,Ambos,SO,VERDE,105,99,BARAONA,SORIA,SO101199093,Ambos sentidos,METEOROLOGICA,0,1,41.296607,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SORIA</provincia>
<matricula>SO</matricula>
<causa>NIEBLA</causa>
<poblacion>BARAONA</poblacion>
<fechahora_ini>2021-01-19 0",id-incidencia-1.44,incidencia, , ,-2.6532453,-2.6532453,41.296607,2021/01/19 21:31:00
45,ARAGON,TE-V-8024,NIEVE,2021/01/14 09:35:00,Ambos,TE,AMARILLO,14.5,0,ALCALA DE LA SELVA,TERUEL,TE101089261,Ambos sentidos,METEOROLOGICA,0,8,40.37102,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>ALCALA DE LA SELVA</poblacion>
<fechahora_ini>2021-01-",id-incidencia-1.45,incidencia, , ,-0.72033,-0.72033,40.37102,2021/01/19 21:31:00
46,ARAGON,TE-V-8215,NIEVE,2021/01/13 13:06:00,Ambos,TE,VERDE,10,0,ALCORISA,TERUEL,TE101079254,Ambos sentidos,METEOROLOGICA,0,3,40.88333,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>ALCORISA</poblacion>
<fechahora_ini>2021-01-13 13:06</",id-incidencia-1.46,incidencia, , ,-0.40038,-0.40038,40.88333,2021/01/19 21:31:00
47,ARAGON,TE-V-1009,NIEVE,2021/01/13 13:08:00,Ambos,TE,VERDE,16,6,CAMAÑAS,TERUEL,TE101119219,Ambos sentidos,METEOROLOGICA,0,4,40.6078963,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>CAMAÑAS</poblacion>
<fechahora_ini>2021-01-13 13:08</",id-incidencia-1.47,incidencia, , ,-1.139144,-1.139144,40.6078963,2021/01/19 21:31:00
48,ARAGON,A-2520,NIEVE,2021/01/15 10:48:00,Ambos,TE,AMARILLO,20.7,10,CAMARENA DE LA SIERRA,TERUEL,TE101079160,Ambos sentidos,METEOROLOGICA,0,12,40.1750571,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>CAMARENA DE LA SIERRA</poblacion>
<fechahora_ini>2021-",id-incidencia-1.48,incidencia, , ,-1.0105251,-1.0105251,40.1750571,2021/01/19 21:31:00
49,ARAGON,A-1512,NIEVE,2021/01/13 12:50:00,Ambos,TE,VERDE,50,0,CAUDE,TERUEL,TE101079227,Ambos sentidos,METEOROLOGICA,0,5,40.38771,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>CAUDE</poblacion>
<fechahora_ini>2021-01-13 12:50</fec",id-incidencia-1.49,incidencia, , ,-1.18091,-1.18091,40.38771,2021/01/19 21:31:00
50,ARAGON,A-2515,NIEVE,2021/01/13 12:47:00,Ambos,TE,VERDE,30.5,3,CELLA,TERUEL,TE101079170,Ambos sentidos,METEOROLOGICA,0,8,40.4538756,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>CELLA</poblacion>
<fechahora_ini>2021-01-13 12:47</fec",id-incidencia-1.50,incidencia, , ,-1.2781535,-1.2781535,40.4538756,2021/01/19 21:31:00
51,ARAGON,TE-V-9101,NIEVE,2021/01/13 13:07:00,Ambos,TE,VERDE,1,0,CUERVO (EL),TERUEL,TE101099241,Ambos sentidos,METEOROLOGICA,0,3,40.1533137,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>CUERVO (EL)</poblacion>
<fechahora_ini>2021-01-13 13:0",id-incidencia-1.51,incidencia, , ,-1.3257812,-1.3257812,40.1533137,2021/01/19 21:31:00
52,ARAGON,TE-V-9023,NIEVE,2021/01/11 12:13:00,Ambos,TE,VERDE,7,0, ,TERUEL,TE101089122,Ambos sentidos,METEOROLOGICA,0,2,40.68321,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-11 12:13</fechahor",id-incidencia-1.52,incidencia, , ,-1.42862,-1.42862,40.68321,2021/01/19 21:31:00
53,ARAGON,A-1509,NIEVE,2021/01/14 11:20:00,Ambos,TE,VERDE,34,0, ,TERUEL,TE101078236,Ambos sentidos,METEOROLOGICA,0,3,40.74744,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-14 11:20</fechahor",id-incidencia-1.53,incidencia, , ,-1.32751,-1.32751,40.74744,2021/01/19 21:31:00
54,ARAGON,A-1704,NIEVE,2021/01/14 11:19:00,Ambos,TE,VERDE,24,15,FRIAS DE ALBARRACIN,TERUEL,TE101079228,Ambos sentidos,METEOROLOGICA,0,7,40.338841,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>FRIAS DE ALBARRACIN</poblacion>
<fechahora_ini>2021-01",id-incidencia-1.54,incidencia, , ,-1.6125828,-1.6125828,40.338841,2021/01/19 21:31:00
55,ARAGON,A-1512,NIEVE,2021/01/14 11:19:00,Ambos,TE,VERDE,66,50,NOGUERA,TERUEL,TE101098254,Ambos sentidos,METEOROLOGICA,0,4,40.456585,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>NOGUERA</poblacion>
<fechahora_ini>2021-01-14 11:19</f",id-incidencia-1.55,incidencia, , ,-1.5962172,-1.5962172,40.456585,2021/01/19 21:31:00
56,ARAGON,A-2709,NIEVE,2021/01/14 11:19:00,Ambos,TE,VERDE,8,0,NOGUERA,TERUEL,TE101079211,Ambos sentidos,METEOROLOGICA,0,4,40.45871,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>NOGUERA</poblacion>
<fechahora_ini>2021-01-14 11:19</f",id-incidencia-1.56,incidencia, , ,-1.59534,-1.59534,40.45871,2021/01/19 21:31:00
57,ARAGON,TE-V-9032,NIEVE,2021/01/13 13:07:00,Ambos,TE,VERDE,19.4,0,ORIHUELA DEL TREMEDAL,TERUEL,TE101098257,Ambos sentidos,METEOROLOGICA,0,3,40.50151,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>ORIHUELA DEL TREMEDAL</poblacion>
<fechahora_ini>2021-",id-incidencia-1.57,incidencia, , ,-1.65893,-1.65893,40.50151,2021/01/19 21:31:00
58,ARAGON,A-1511,NIEVE,2021/01/13 13:10:00,Ambos,TE,VERDE,28,3.5,SANTA EULALIA,TERUEL,TE101079169,Ambos sentidos,METEOROLOGICA,0,18,40.5633261,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>SANTA EULALIA</poblacion>
<fechahora_ini>2021-01-13 13",id-incidencia-1.58,incidencia, , ,-1.3208641,-1.3208641,40.5633261,2021/01/19 21:31:00
59,ARAGON,TE-V-6015,NIEVE,2021/01/11 12:12:00,Ambos,TE,VERDE,8.4,0,TERUEL,TERUEL,TE101079243,Ambos sentidos,METEOROLOGICA,0,4,40.33312,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>TERUEL</poblacion>
<fechahora_ini>2021-01-11 12:12</fe",id-incidencia-1.59,incidencia, , ,-1.10105,-1.10105,40.33312,2021/01/19 21:31:00
60,ARAGON,A-1513,NIEVE,2021/01/11 12:11:00,Ambos,TE,VERDE,41,0,TERUEL,TERUEL,TE101079230,Ambos sentidos,METEOROLOGICA,0,3,40.35349,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>TERUEL</poblacion>
<fechahora_ini>2021-01-11 12:11</fe",id-incidencia-1.60,incidencia, , ,-1.13245,-1.13245,40.35349,2021/01/19 21:31:00
61,ARAGON,TE-V-6014,NIEVE,2021/01/11 12:12:00,Ambos,TE,VERDE,17,0,TERUEL,TERUEL,TE101078237,Ambos sentidos,METEOROLOGICA,0,4,40.32528,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>TERUEL</poblacion>
<fechahora_ini>2021-01-11 12:12</fe",id-incidencia-1.61,incidencia, , ,-1.11495,-1.11495,40.32528,2021/01/19 21:31:00
62,ARAGON,TE-V-1008,NIEVE,2021/01/13 13:08:00,Ambos,TE,VERDE,22,0,TORREMOCHA DE JILOCA,TERUEL,TE101119218,Ambos sentidos,METEOROLOGICA,0,4,40.56584,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>TORREMOCHA DE JILOCA</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.62,incidencia, , ,-1.28508,-1.28508,40.56584,2021/01/19 21:31:00
63,ARAGON,TE-V-9024,NIEVE,2021/01/13 13:06:00,Ambos,TE,VERDE,16,0,VILLAFRANCA DEL CAMPO,TERUEL,TE101089123,Ambos sentidos,METEOROLOGICA,0,2,40.70131,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>VILLAFRANCA DEL CAMPO</poblacion>
<fechahora_ini>2021-",id-incidencia-1.63,incidencia, , ,-1.33083,-1.33083,40.70131,2021/01/19 21:31:00
64,ARAGON,TE-V-9033,NIEVE,2021/01/13 13:08:00,Ambos,TE,VERDE,2.5,0,VILLAR DEL COBO,TERUEL,TE101098258,Ambos sentidos,METEOROLOGICA,0,4,40.4058,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>VILLAR DEL COBO</poblacion>
<fechahora_ini>2021-01-13",id-incidencia-1.64,incidencia, , ,-1.69531,-1.69531,40.4058,2021/01/19 21:31:00
65,ARAGON,TE-V-6016,NIEVE,2021/01/11 12:12:00,Ambos,TE,VERDE,1.4,0,VILLASPESA,TERUEL,TE101078238,Ambos sentidos,METEOROLOGICA,0,4,40.29801,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>NIEVE</causa>
<poblacion>VILLASPESA</poblacion>
<fechahora_ini>2021-01-11 12:12",id-incidencia-1.65,incidencia, , ,-1.12269,-1.12269,40.29801,2021/01/19 21:31:00
66,CASTILLA-LA MANCHA,TO-2437,NIEVE,2021/01/15 20:48:00,Ambos,TO,VERDE,3,0,BOROX,TOLEDO,TO101129215,Ambos sentidos,METEOROLOGICA,0,4,40.02756,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>BOROX</poblacion>
<fechahora_ini>2021-01-1",id-incidencia-1.66,incidencia, , ,-3.68926,-3.68926,40.02756,2021/01/19 21:31:00
67,CASTILLA-LA MANCHA,CM-411,NIEVE,2021/01/19 09:06:00,Ambos,TO,VERDE,21,14,CAMPILLO DE LA JARA (EL),TOLEDO,TO101089143,Ambos sentidos,METEOROLOGICA,0,2,39.5587273,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>CAMPILLO DE LA JARA (EL)</poblacion>
<fech",id-incidencia-1.67,incidencia, , ,-5.0718172,-5.0718172,39.5587273,2021/01/19 21:31:00
68,CASTILLA-LA MANCHA,CM-4010,NIEVE,2021/01/17 08:53:00,Ambos,TO,VERDE,19,0,ILLESCAS,TOLEDO,TO101139185,Ambos sentidos,METEOROLOGICA,0,2,40.12749,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>ILLESCAS</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.68,incidencia, , ,-3.84514,-3.84514,40.12749,2021/01/19 21:31:00
69,CASTILLA-LA MANCHA,CM-43,NIEVE,2021/01/19 10:04:00,Ambos,TO,VERDE,17,0,ILLESCAS,TOLEDO,TO101099403,Ambos sentidos,METEOROLOGICA,0,9,40.09696,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>ILLESCAS</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.69,incidencia, , ,-3.83502,-3.83502,40.09696,2021/01/19 21:31:00
70,CASTILLA-LA MANCHA,TO-3639,NIEVE,2021/01/15 20:08:00,Ambos,TO,VERDE,11,0,MENASALBAS,TOLEDO,TO101109012,Ambos sentidos,METEOROLOGICA,0,5,39.63601,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>MENASALBAS</poblacion>
<fechahora_ini>2021",id-incidencia-1.70,incidencia, , ,-4.2866,-4.2866,39.63601,2021/01/19 21:31:00
71,CASTILLA-LA MANCHA,CM-410,NIEVE,2021/01/17 08:56:00,Ambos,TO,VERDE,40,0,MENASALBAS,TOLEDO,TO101089077,Ambos sentidos,METEOROLOGICA,0,7,39.63829,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>MENASALBAS</poblacion>
<fechahora_ini>2021",id-incidencia-1.71,incidencia, , ,-4.28232,-4.28232,39.63829,2021/01/19 21:31:00
72,CASTILLA-LA MANCHA,CM-410,NIEVE,2002/02/01 21:03:00,Ambos,TO,AMARILLO,40,0,MENASALBAS,TOLEDO,TO101089077,Ambos sentidos,METEOROLOGICA,0,1,39.63829,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>MENASALBAS</poblacion>
<fechahora_ini>2002",id-incidencia-1.72,incidencia, , ,-4.28232,-4.28232,39.63829,2021/01/19 21:31:00
73,CASTILLA-LA MANCHA,CM-4000,NIEVE,2021/01/16 10:48:00,Ambos,TO,VERDE,39,0,PUEBLA DE MONTALBAN (LA),TOLEDO,TO101108156,Ambos sentidos,METEOROLOGICA,0,5,39.86062,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>PUEBLA DE MONTALBAN (LA)</poblacion>
<fech",id-incidencia-1.73,incidencia, , ,-4.04424,-4.04424,39.86062,2021/01/19 21:31:00
74,CASTILLA-LA MANCHA,TO-2899,NIEVE,2021/01/18 16:31:00,Ambos,TO,VERDE,10,3,QUINTANAR DE LA ORDEN,TOLEDO,TO101188210,Ambos sentidos,METEOROLOGICA,0,1,39.5917285,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>QUINTANAR DE LA ORDEN</poblacion>
<fechaho",id-incidencia-1.74,incidencia, , ,-3.0021416,-3.0021416,39.5917285,2021/01/19 21:31:00
75,CASTILLA-LA MANCHA,TO-1375,NIEVE,2002/02/01 03:16:00,Ambos,TO,ROJO,9,0,REAL DE SAN VICENTE (EL),TOLEDO,TO101078188,Ambos sentidos,METEOROLOGICA,0,1,40.15142,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>REAL DE SAN VICENTE (EL)</poblacion>
<fech",id-incidencia-1.75,incidencia, , ,-4.69086,-4.69086,40.15142,2021/01/19 21:31:00
76,CASTILLA-LA MANCHA,TO-1375,NIEVE,2021/01/07 17:57:00,Ambos,TO,NEGRO,15,0,REAL DE SAN VICENTE (EL),TOLEDO,TO101078188,Ambos sentidos,METEOROLOGICA,0,4,40.15142,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>REAL DE SAN VICENTE (EL)</poblacion>
<fech",id-incidencia-1.76,incidencia, , ,-4.69086,-4.69086,40.15142,2021/01/19 21:31:00
77,CASTILLA-LA MANCHA,TO-3845,NIEVE,2021/01/15 20:06:00,Ambos,TO,AMARILLO,20,0,SAN MARTIN DE MONTALBAN,TOLEDO,TO101138157,Ambos sentidos,METEOROLOGICA,0,2,39.70238,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>SAN MARTIN DE MONTALBAN</poblacion>
<fecha",id-incidencia-1.77,incidencia, , ,-4.39009,-4.39009,39.70238,2021/01/19 21:31:00
78,CASTILLA-LA MANCHA,TO-3268,NIEVE,2021/01/15 20:05:00,Ambos,TO,AMARILLO,18,5.5,URDA,TOLEDO,TO101109094,Ambos sentidos,METEOROLOGICA,0,3,39.3573572,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>URDA</poblacion>
<fechahora_ini>2021-01-15",id-incidencia-1.78,incidencia, , ,-3.6952058,-3.6952058,39.3573572,2021/01/19 21:31:00
79,CASTILLA-LA MANCHA,TO-3268,NIEVE,2021/01/15 20:35:00,Ambos,TO,VERDE,5.5,0,URDA,TOLEDO,TO101158150,Ambos sentidos,METEOROLOGICA,0,2,39.40621,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>URDA</poblacion>
<fechahora_ini>2021-01-15",id-incidencia-1.79,incidencia, , ,-3.7178,-3.7178,39.40621,2021/01/19 21:31:00
80,CASTILLA-LA MANCHA,TO-3638,NIEVE,2002/02/03 13:45:00,Ambos,TO,VERDE,15,0,VENTAS CON PEÑA AGUILERA (LAS),TOLEDO,TO101109012,Ambos sentidos,METEOROLOGICA,0,1,39.6061,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>VENTAS CON PEÑA AGUILERA (LAS)</poblacion",id-incidencia-1.80,incidencia, , ,-4.23431,-4.23431,39.6061,2021/01/19 21:31:00
81,CASTILLA-LA MANCHA,CM-403,HIELO,2021/01/19 08:13:00,Ambos,TO,VERDE,23,17,VENTAS CON PEÑA AGUILERA (LAS),TOLEDO,TO101119007,Ambos sentidos,METEOROLOGICA,0,6,39.5675434,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>HIELO</causa>
<poblacion>VENTAS CON PEÑA AGUILERA (LAS)</poblacion",id-incidencia-1.81,incidencia, , ,-4.2360683,-4.2360683,39.5675434,2021/01/19 21:31:00
82,CASTILLA-LA MANCHA,TO-3638,NIEVE,2002/02/03 15:47:00,Ambos,TO,AMARILLO,15,0,VENTAS CON PEÑA AGUILERA (LAS),TOLEDO,TO101109011,Ambos sentidos,METEOROLOGICA,0,2,39.6061,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>VENTAS CON PEÑA AGUILERA (LAS)</poblacion",id-incidencia-1.82,incidencia, , ,-4.23431,-4.23431,39.6061,2021/01/19 21:31:00
83,CASTILLA-LA MANCHA,TO-3638,NIEVE,2021/01/17 10:18:00,Ambos,TO,AMARILLO,10,6.5,VENTAS CON PEÑA AGUILERA (LAS),TOLEDO,TO101109011,Ambos sentidos,METEOROLOGICA,0,6,39.5657448,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>VENTAS CON PEÑA AGUILERA (LAS)</poblacion",id-incidencia-1.83,incidencia, , ,-4.2924574,-4.2924574,39.5657448,2021/01/19 21:31:00
84,CASTILLA-LA MANCHA,CM-4011,HIELO,2021/01/17 09:25:00,Ambos,TO,VERDE,11,20,VILLAMIEL DE TOLEDO,TOLEDO,TO101119082,Ambos sentidos,METEOROLOGICA,0,3,39.9773564,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>HIELO</causa>
<poblacion>VILLAMIEL DE TOLEDO</poblacion>
<fechahora",id-incidencia-1.84,incidencia, , ,-4.1298068,-4.1298068,39.9773564,2021/01/19 21:31:00
85,CASTILLA-LA MANCHA,CM-322,NIEVE,2021/01/17 10:31:00,Ambos,TO,VERDE,17,14,VILLARRUBIA DE SANTIAGO,TOLEDO,TO101078128,Ambos sentidos,METEOROLOGICA,0,4,40.0033259,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>VILLARRUBIA DE SANTIAGO</poblacion>
<fecha",id-incidencia-1.85,incidencia, , ,-3.3777007,-3.3777007,40.0033259,2021/01/19 21:31:00
86,CASTILLA-LA MANCHA,TO-2628,NIEVE,2021/01/15 20:04:00,Ambos,TO,VERDE,14,0,VILLASEQUILLA,TOLEDO,TO101118126,Ambos sentidos,METEOROLOGICA,0,3,39.94103,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>VILLASEQUILLA</poblacion>
<fechahora_ini>2",id-incidencia-1.86,incidencia, , ,-3.74034,-3.74034,39.94103,2021/01/19 21:31:00
