FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
258,NAVARRA,AP-15,OBRAS EN GENERAL,2020/12/10 16:19:00, ,NA,AMARILLO,27,29,PERALTA,NAVARRA,NA012109262,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,42.3277128,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>NAVARRA</autonomia>
<provincia>NAVARRA</provincia>
<matricula>NA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PERALTA</poblacion>
<fechahora_ini>2020-12-10 16:",id-incidencia-1.258,incidencia, , ,-1.7253017,-1.7253017,42.3277128,2021/01/19 21:31:00
259,GALICIA,N-525,OBRAS EN GENERAL,2020/05/28 08:57:00, ,OR,AMARILLO,129,129,CANIZO (O),OURENSE,OR005288166,AMBOS SENTIDOS,OBRAS,0,1,42.0559668,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>OURENSE</provincia>
<matricula>OR</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CANIZO (O)</poblacion>
<fechahora_ini>2020-05-28",id-incidencia-1.259,incidencia, , ,-7.1147061,-7.1147061,42.0559668,2021/01/19 21:31:00
260,GALICIA,A-52,TRABAJOS DE MANTENIMIENTO,2020/12/14 08:21:00, ,OR,VERDE,245,244,RAZAMONDE,OURENSE,OR912168305,CRECIENTE DE LA KILOMETRICA,OBRAS,0,5,42.334483,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>OURENSE</provincia>
<matricula>OR</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>RAZAMONDE</poblacion>
<fechahora_ini>202",id-incidencia-1.260,incidencia, , ,-8.0462203,-8.0462203,42.334483,2021/01/19 21:31:00
261,GALICIA,N-525,TRABAJOS DE MANTENIMIENTO,2020/02/01 20:06:00, ,OR,AMARILLO,144.5,143,RIOS,OURENSE,OR002019037,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,42.0036723,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>OURENSE</provincia>
<matricula>OR</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>RIOS</poblacion>
<fechahora_ini>2020-02-",id-incidencia-1.261,incidencia, , ,-7.2274937,-7.2274937,42.0036723,2021/01/19 21:31:00
262,CASTILLA-LEON,PP-6202,OBRAS EN GENERAL,2020/11/13 13:02:00, ,P,NEGRO,0.1,0.1,VILLAESCUSA DE LAS TORRES,PALENCIA,OP011139228,AMBOS SENTIDOS,OBRAS,0,1,42.75943,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>PALENCIA</provincia>
<matricula>P</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VILLAESCUSA DE LAS TORRES</poblacion>
<fech",id-incidencia-1.262,incidencia, , ,-4.25385,-4.25385,42.75943,2021/01/19 21:31:00
263,BALEARES,MA-19,TRABAJOS DE MANTENIMIENTO,2021/01/18 08:56:00,PALMA,PM,AMARILLO,7,7,CAN PASTILLA,ILLES BALEARS,PM101188098,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.54346,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAN PASTILLA</poblacion>
<fechaho",id-incidencia-1.263,incidencia, , ,2.7078648,2.7078648,39.54346,2021/01/19 21:31:00
264,BALEARES,MA-19,TRABAJOS DE MANTENIMIENTO,2021/01/19 13:20:00,PALMA,PM,AMARILLO,7,7,CAN PASTILLA,ILLES BALEARS,PM101199185,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.54346,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAN PASTILLA</poblacion>
<fechaho",id-incidencia-1.264,incidencia, , ,2.7078648,2.7078648,39.54346,2021/01/19 21:31:00
265,BALEARES,MA-19,TRABAJOS DE MANTENIMIENTO,2021/01/19 15:00:00,PALMA,PM,AMARILLO,7,7,CAN PASTILLA,ILLES BALEARS,PM101198174,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,39.54346,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAN PASTILLA</poblacion>
<fechaho",id-incidencia-1.265,incidencia, , ,2.7078648,2.7078648,39.54346,2021/01/19 21:31:00
266,BALEARES,EI-20,TRABAJOS DE MANTENIMIENTO,2020/11/11 07:00:00, ,PM,AMARILLO,1.4,0,EIVISSA,ILLES BALEARS,PM011119035,CRECIENTE DE LA KILOMETRICA,OBRAS,0,3,38.90384,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>EIVISSA</poblacion>
<fechahora_in",id-incidencia-1.266,incidencia, , ,1.40761,1.40761,38.90384,2021/01/19 21:31:00
267,BALEARES,EI-300,TRABAJOS DE MANTENIMIENTO,2021/01/12 08:00:00, ,PM,AMARILLO,2.3,2,EIVISSA,ILLES BALEARS,PM101128063,AMBOS SENTIDOS,OBRAS,0,2,38.9261777,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>EIVISSA</poblacion>
<fechahora_in",id-incidencia-1.267,incidencia, , ,1.441136,1.441136,38.9261777,2021/01/19 21:31:00
268,BALEARES,MA-13,OBRAS EN GENERAL,2020/08/25 09:15:00, ,PM,AMARILLO,6,5,MARRATXINET,ILLES BALEARS,PM008259143,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,39.6195659,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>MARRATXINET</poblacion>
<fechahora_ini>202",id-incidencia-1.268,incidencia, , ,2.7072249,2.7072249,39.6195659,2021/01/19 21:31:00
269,BALEARES,MA-3323,TRABAJOS DE MANTENIMIENTO,2021/01/18 08:00:00, ,PM,ROJO,9.5,0,SANT LLORENÇ DES CARDASSAR,ILLES BALEARS,PM101188044,AMBOS SENTIDOS,OBRAS,0,2,39.6042,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANT LLORENÇ DES CARDASSAR</pobl",id-incidencia-1.269,incidencia, , ,3.20221,3.20221,39.6042,2021/01/19 21:31:00
270,BALEARES,MA-19,OBRAS EN GENERAL,2020/11/11 07:00:00, ,PM,AMARILLO,59.3,51,SANTANYI,ILLES BALEARS,PM011118025,AMBOS SENTIDOS,OBRAS,0,3,39.3594584,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SANTANYI</poblacion>
<fechahora_ini>2020-1",id-incidencia-1.270,incidencia, , ,3.1346629,3.1346629,39.3594584,2021/01/19 21:31:00
271,BALEARES,MA-10,OBRAS EN GENERAL,2021/01/18 07:30:00, ,PM,AMARILLO,77.9,75.5,SON FERRANDELL,ILLES BALEARS,PM101189018,AMBOS SENTIDOS,OBRAS,0,3,39.6869096,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SON FERRANDELL</poblacion>
<fechahora_ini>",id-incidencia-1.271,incidencia, , ,2.5726237,2.5726237,39.6869096,2021/01/19 21:31:00
272,BALEARES,MA-4040,OBRAS EN GENERAL,2021/01/19 07:00:00, ,PM,AMARILLO,11.2,0,SON SERVERA,ILLES BALEARS,PM101199018,AMBOS SENTIDOS,OBRAS,0,2,39.62789,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SON SERVERA</poblacion>
<fechahora_ini>202",id-incidencia-1.272,incidencia, , ,3.35658,3.35658,39.62789,2021/01/19 21:31:00
273,GALICIA,PO-552,OBRAS EN GENERAL,2020/10/30 08:53:00, ,PO,VERDE,69.9,58.3,IGREXA,PONTEVEDRA,PO010309119,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,41.9560143,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>IGREXA</poblacion>
<fechahora_ini>2020-10-30 0",id-incidencia-1.273,incidencia, , ,-8.7651389,-8.7651389,41.9560143,2021/01/19 21:31:00
274,GALICIA,PO-552,OBRAS EN GENERAL,2020/08/11 19:49:00, ,PO,VERDE,58.3,69.9,IGREXA,PONTEVEDRA,PO008119219,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,42.0237559,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>IGREXA</poblacion>
<fechahora_ini>2020-08-11 1",id-incidencia-1.274,incidencia, , ,-8.6666452,-8.6666452,42.0237559,2021/01/19 21:31:00
275,GALICIA,PO-255,OBRAS EN GENERAL,2020/12/04 18:23:00, ,PO,VERDE,41.3,33,MOUTA,PONTEVEDRA,PO012048227,AMBOS SENTIDOS,OBRAS,0,1,42.2673987,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>MOUTA</poblacion>
<fechahora_ini>2020-12-04 18",id-incidencia-1.275,incidencia, , ,-8.3361119,-8.3361119,42.2673987,2021/01/19 21:31:00
276,GALICIA,EP-9305,OBRAS EN GENERAL,2021/01/07 13:14:00,LEIRO,PO,AMARILLO,2.2,2,PADRENDA DE ABAIXO,PONTEVEDRA,PO101079178,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,42.4767763,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PADRENDA DE ABAIXO</poblacion>
<fechahora_ini>",id-incidencia-1.276,incidencia, , ,-8.7877342,-8.7877342,42.4767763,2021/01/19 21:31:00
277,GALICIA,PO-225,OBRAS EN GENERAL,2020/08/12 09:23:00, ,PO,ROJO,0,1.1,TOUCEDA,PONTEVEDRA,PO008128169,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,42.47022,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>TOUCEDA</poblacion>
<fechahora_ini>2020-08-12",id-incidencia-1.277,incidencia, , ,-8.65001,-8.65001,42.47022,2021/01/19 21:31:00
278,GALICIA,PO-225,OBRAS EN GENERAL,2020/08/17 10:42:00, ,PO,ROJO,1.1,0,TOUCEDA,PONTEVEDRA,PO008128163,CRECIENTE DE LA KILOMETRICA,OBRAS,0,4,42.46543,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>TOUCEDA</poblacion>
<fechahora_ini>2020-08-17",id-incidencia-1.278,incidencia, , ,-8.64252,-8.64252,42.46543,2021/01/19 21:31:00
279,CANTABRIA,A-67,TRABAJOS DE MANTENIMIENTO,2021/01/19 20:50:00, ,S,VERDE,185,184.4,BARREDA,CANTABRIA,OS101198205,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,43.3663062,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>BARREDA</poblacion>
<fechahora_ini>20",id-incidencia-1.279,incidencia, , ,-4.0415903,-4.0415903,43.3663062,2021/01/19 21:31:00
280,CANTABRIA,A-8,TRABAJOS DE MANTENIMIENTO,2021/01/19 19:01:00, ,S,VERDE,158.6,157,ISLARES,CANTABRIA,OS101198204,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,43.4023014,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ISLARES</poblacion>
<fechahora_ini>20",id-incidencia-1.280,incidencia, , ,-3.2999327,-3.2999327,43.4023014,2021/01/19 21:31:00
281,CANTABRIA,A-8,TRABAJOS DE MANTENIMIENTO,2021/01/19 20:50:00, ,S,VERDE,227.7,227.8,SIERRAPANDO,CANTABRIA,OS101199218,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,43.3460922,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SIERRAPANDO</poblacion>
<fechahora_in",id-incidencia-1.281,incidencia, , ,-4.0255631,-4.0255631,43.3460922,2021/01/19 21:31:00
282,CANTABRIA,A-67,TRABAJOS DE MANTENIMIENTO,2021/01/19 20:50:00, ,S,VERDE,180.6,180.4,SIERRAPANDO,CANTABRIA,OS101199219,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,43.3403343,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SIERRAPANDO</poblacion>
<fechahora_in",id-incidencia-1.282,incidencia, , ,-4.0306701,-4.0306701,43.3403343,2021/01/19 21:31:00
283,CASTILLA-LEON,N-620,OBRAS EN GENERAL,2019/08/07 20:54:00, ,SA,AMARILLO,346.5,347.6,FUENTES DE OÑORO,SALAMANCA,SA908079188,AMBOS SENTIDOS,OBRAS,0,4,40.58985,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SALAMANCA</provincia>
<matricula>SA</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>FUENTES DE OÑORO</poblacion>
<fechahora_",id-incidencia-1.283,incidencia, , ,-6.78434,-6.78434,40.58985,2021/01/19 21:31:00
284,ANDALUCIA,SE-30,OBRAS EN GENERAL,2020/09/16 13:10:00, ,SE,VERDE,16.5,17.7,CAMAS,SEVILLA,SE009169251,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,37.3967059,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>SEVILLA</provincia>
<matricula>SE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CAMAS</poblacion>
<fechahora_ini>2020-09-16 13:",id-incidencia-1.284,incidencia, , ,-6.0255443,-6.0255443,37.3967059,2021/01/19 21:31:00
285,ANDALUCIA,A-49,TRABAJOS DE MANTENIMIENTO,2021/01/19 09:17:00,SEVILLA,SE,VERDE,1,1,CAMAS,SEVILLA,SE101198137,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.3833998,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>SEVILLA</provincia>
<matricula>SE</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAMAS</poblacion>
<fechahora_ini>2021-",id-incidencia-1.285,incidencia, , ,-6.0347312,-6.0347312,37.3833998,2021/01/19 21:31:00
286,ANDALUCIA,N-IV,OBRAS EN GENERAL,2020/09/16 08:30:00, ,SE,AMARILLO,559.5,554.8,DOS HERMANAS,SEVILLA,SE908129147,AMBOS SENTIDOS,OBRAS,0,5,37.2778885,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>SEVILLA</provincia>
<matricula>SE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>DOS HERMANAS</poblacion>
<fechahora_ini>2020-09",id-incidencia-1.286,incidencia, , ,-5.9344216,-5.9344216,37.2778885,2021/01/19 21:31:00
287,ANDALUCIA,SE-30,TRABAJOS DE MANTENIMIENTO,2020/10/23 07:17:00, ,SE,VERDE,13,13,SEVILLA,SEVILLA,SE010229288,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,4,37.3628039,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>SEVILLA</provincia>
<matricula>SE</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SEVILLA</poblacion>
<fechahora_ini>202",id-incidencia-1.287,incidencia, , ,-6.0096291,-6.0096291,37.3628039,2021/01/19 21:31:00
288,ANDALUCIA,SE-30,OBRAS EN GENERAL,2021/01/19 21:08:00, ,SE,AMARILLO,17.4,17.7,SEVILLA,SEVILLA,SE101198206,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,37.3967059,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>SEVILLA</provincia>
<matricula>SE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SEVILLA</poblacion>
<fechahora_ini>2021-01-19 2",id-incidencia-1.288,incidencia, , ,-6.0255443,-6.0255443,37.3967059,2021/01/19 21:31:00
289,CASTILLA-LEON,A-1,REASFALTADO,2021/01/19 21:07:00,MADRID,SG,VERDE,108,108.7,CASTILLEJO DE MESLEON,SEGOVIA,SG101199221,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,41.2732198,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SEGOVIA</provincia>
<matricula>SG</matricula>
<causa>REASFALTADO</causa>
<poblacion>CASTILLEJO DE MESLEON</poblacion>
<fechahora_ini",id-incidencia-1.289,incidencia, , ,-3.6007278,-3.6007278,41.2732198,2021/01/19 21:31:00
290,CASTILLA-LEON,SO-830,OBRAS EN GENERAL,2020/11/05 00:53:00, ,SO,VERDE,28.5,17,MONTENEGRO DE CAMEROS,SORIA,SO008059173,AMBOS SENTIDOS,OBRAS,0,3,42.0383254,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SORIA</provincia>
<matricula>SO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>MONTENEGRO DE CAMEROS</poblacion>
<fechahora_",id-incidencia-1.290,incidencia, , ,-2.7848474,-2.7848474,42.0383254,2021/01/19 21:31:00
291,CATALUÑA,TV-7048,OBRAS EN GENERAL,2020/07/03 09:47:00,SELVA DEL CAMP,T,VERDE,2,1,ALMOSTER,TARRAGONA,OT005149171,AMBOS SENTIDOS,OBRAS,0,5,41.1862674,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALMOSTER</poblacion>
<fechahora_ini>2020-07-03",id-incidencia-1.291,incidencia, , ,1.1057797,1.1057797,41.1862674,2021/01/19 21:31:00
292,CATALUÑA,TV-2127,OBRAS EN GENERAL,2021/01/18 13:20:00, ,T,VERDE,3.5,3,BARRI MARITIM DE SANT SALVADOR,TARRAGONA,OT101188190,AMBOS SENTIDOS,OBRAS,0,1,41.1884988,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BARRI MARITIM DE SANT SALVADOR</poblacion>
<fe",id-incidencia-1.292,incidencia, , ,1.5427098,1.5427098,41.1884988,2021/01/19 21:31:00
293,CATALUÑA,T-301,OBRAS EN GENERAL,2021/01/11 19:35:00, ,T,VERDE,21.2,21.1,BENIFALLET,TARRAGONA,OT101118251,AMBOS SENTIDOS,OBRAS,0,1,40.9525069,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BENIFALLET</poblacion>
<fechahora_ini>2021-01-",id-incidencia-1.293,incidencia, , ,0.5030294,0.5030294,40.9525069,2021/01/19 21:31:00
294,CATALUÑA,C-43,TRABAJOS DE MANTENIMIENTO,2020/06/09 13:19:00,GANDESA,T,VERDE,13.4,0,BENIFALLET,TARRAGONA,OT005288212,AMBOS SENTIDOS,OBRAS,0,2,40.98067,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>BENIFALLET</poblacion>
<fechahora_ini",id-incidencia-1.294,incidencia, , ,0.51698,0.51698,40.98067,2021/01/19 21:31:00
295,CATALUÑA,T-362,TRABAJOS DE MANTENIMIENTO,2021/01/18 13:49:00,ENLLAÇ AMB TV-3531,T,VERDE,1.5,0.2,BOT,TARRAGONA,OT101188196,SUR,OBRAS,0,3,41.04866,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>BOT</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.295,incidencia, , ,0.37064,0.37064,41.04866,2021/01/19 21:31:00
296,CATALUÑA,T-2237,OBRAS EN GENERAL,2021/01/11 19:52:00, ,T,VERDE,0.8,0, ,TARRAGONA,OT101118254,AMBOS SENTIDOS,OBRAS,0,1,41.18358,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-11 19:52</",id-incidencia-1.296,incidencia, , ,0.58667,0.58667,41.18358,2021/01/19 21:31:00
297,CATALUÑA,T-3231,OBRAS EN GENERAL,2020/07/03 09:50:00,SELVA DEL CAMP,T,VERDE,3.1,0, ,TARRAGONA,OT005148171,AMBOS SENTIDOS,OBRAS,0,5,41.1981,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion></poblacion>
<fechahora_ini>2020-07-03 09:50</",id-incidencia-1.297,incidencia, , ,1.11482,1.11482,41.1981,2021/01/19 21:31:00
298,CATALUÑA,TV-2441,OBRAS EN GENERAL,2021/01/18 13:18:00, ,T,VERDE,15.6,13.6,QUEROL,TARRAGONA,OT101189193,AMBOS SENTIDOS,OBRAS,0,1,41.396318,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>QUEROL</poblacion>
<fechahora_ini>2021-01-18 1",id-incidencia-1.298,incidencia, , ,1.4560938,1.4560938,41.396318,2021/01/19 21:31:00
299,CATALUÑA,TV-3021,OBRAS EN GENERAL,2021/01/11 19:50:00, ,T,VERDE,0.5,0,RASQUERA,TARRAGONA,OT101119256,AMBOS SENTIDOS,OBRAS,0,1,41.00266,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>RASQUERA</poblacion>
<fechahora_ini>2021-01-11",id-incidencia-1.299,incidencia, , ,0.60053,0.60053,41.00266,2021/01/19 21:31:00
