"","house.price","RP","crime","built.area","age","retired","children","immigrants","shopping","historical","baths","type.house","floor","good.cond","garage","elevator","air.cond","swimming.pool","M.30","longitude","latitude"
"11548",3571,0.26,0.41,70,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","primera","bueno","no","no","ZZZ","ZZZ",0,-3.656538,40.431302
"7700",3115,0.14,0.28,61,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.721426,40.48234
"6271",2940,0.15,0.27,92,40,22.22093651161,13.0862840391885,7.95629869628944,0,0,2,"piso","seg.-terc.","a_reformar","no","si","no","no",0,-3.647869,40.40897
"1620",2811,0.2,0.35,65,40,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","no","si","ZZZ",0,-3.7541182,40.374849
"3500",3808,0.17,0.3,130,15,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","seg.-terc.","bueno","no","si","ZZZ","si",0,-3.670743,40.481328
"1972",4407,0.22,0.53,75,7.5,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"atico","seg.-terc.","a_reformar","ZZZ","no","si","no",0,-3.731661,40.404804
"4135",3462,0.33,0.76,130,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,2,"piso","seg.-terc.","bueno","no","si","ZZZ","no",1,-3.694925,40.410263
"3925",7540,0.21,0.28,63,0,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"atico","cuar.-quinta","bueno","no","si","si","si",0,-3.679605,40.443142
"1859",2533,0.22,0.41,75,33.3997174930165,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.60825,40.446278
"7588",3134,0.44,0.57,82,30.0416915938543,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","si","no","no",0,-3.694564,40.404596
"648",3333,0.14,0.43,90,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","sexta_o_mas","bueno","ZZZ","si","no","no",0,-3.759813,40.403317
"4130",5229,0.33,0.76,24,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"estudio","ZZZ","bueno","no","no","no","no",0,-3.701538,40.409841
"3831",4583,0.44,0.55,42,10,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"atico","seg.-terc.","bueno","no","si","si","no",0,-3.68668,40.398488
"9530",4800,0.35,0.57,75,25.9501039512402,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","si","no","no",0,-3.6691555,40.396888
"10908",3343,0.13,0.18,350,15,18.7982210841953,14.2389070449109,8.04302415686803,1,0,5,"chalet","ZZZ","bueno","si","no","ZZZ","si",0,-3.7771859,40.471142
"2594",5233,0.23,0.25,86,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.68194,40.436675
"5811",4725,0.39,0.56,40,30.3002928697474,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.693573,40.391322
"1030",2045,0.18,0.46,100,29.3305525951391,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","seg.-terc.","bueno","ZZZ","no","no","no",0,-3.617141,40.423363
"1080",7616,0.24,0.33,151,8.26831142688052,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","seg.-terc.","bueno","no","si","si","ZZZ",1,-3.717241,40.432347
"2274",4027,0.58,0.52,43,0,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","si","no","si",0,-3.614416,40.37004
"4455",3000,0.22,0.62,51,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","no","no","ZZZ","no",0,-3.6694265,40.369496
"103",4078,0.35,0.4,103,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","primera","a_reformar","ZZZ","si","ZZZ","ZZZ",0,-3.7075672,40.404197
"5099",4061,0.23,0.2,98,7.5,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","primera","bueno","no","si","si","no",0,-3.659421,40.433803
"4582",5625,0.27,0.38,160,25,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","sexta_o_mas","bueno","si","si","ZZZ","si",0,-3.663597,40.417727
"10009",5092,0.22,0.31,120,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","primera","a_reformar","si","si","si","si",0,-3.656909,40.448044
"140",4941,0.35,0.4,85,3,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"atico","seg.-terc.","bueno","si","si","si","si",0,-3.704842,40.40476
"11724",1925,0.19,0.45,60,25,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","ZZZ","no","no","no",0,-3.715074,40.381205
"7200",5043,0.29,0.45,115,0,16.2444144382421,8.89722566365522,18.5726018625499,1,1,3,"piso","primera","bueno","no","si","si","no",1,-3.71531,40.413888
"11473",3224,0.26,0.41,55,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.655293,40.422677
"1140",6417,0.24,0.33,30,30,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"estudio","seg.-terc.","bueno","no","si","si","no",1,-3.715661,40.430462
"4222",3364,0.33,0.76,107,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","bueno","si","si","si","no",0,-3.701191,40.406993
"5246",5767,0.19,0.22,60,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.67806,40.459144
"7320",2000,0.31,0.56,65,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","a_reformar","no","no","no","no",0,-3.658065,40.394661
"8105",3176,0.31,0.69,76,15,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","primera","a_reformar","ZZZ","no","si","ZZZ",0,-3.704413,40.382452
"3085",4012,0.17,0.25,85,25,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","cuar.-quinta","bueno","no","si","no","si",0,-3.721533,40.465756
"413",2700,0.11,0.28,100,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.771422,40.37725
"291",3676,0.39,0.43,68,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","bueno","ZZZ","si","si","no",0,-3.672352,40.399967
"11286",4161,0.26,0.41,65,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","a_reformar","no","si","si","no",0,-3.649289,40.433855
"11239",3353,0.19,0.4,85,15,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"atico","sexta_o_mas","bueno","no","si","no","si",0,-3.691324,40.501144
"4780",5887,0.24,0.26,62,25.0073365328181,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"atico","sexta_o_mas","bueno","no","si","no","no",0,-3.662549,40.425671
"2072",3782,0.23,0.24,65,10,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.730395,40.425193
"8680",2683,0.23,0.41,69,31.3027146926662,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.731382,40.38302
"2477",2750,0.45,0.44,100,26.4974180899768,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.621808,40.398858
"9575",3000,0.35,0.57,80,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","ZZZ","no","no","no",0,-3.6654,40.389247
"8205",3312,0.25,0.24,77,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","primera","bueno","no","si","si","no",0,-3.672867,40.444057
"4315",4905,0.33,0.76,316,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,4,"piso","cuar.-quinta","bueno","no","si","si","no",1,-3.706347,40.413028
"497",4889,0.27,0.26,225,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","seg.-terc.","a_reformar","si","si","no","no",1,-3.690891,40.437018
"1255",3274,0.23,0.46,84,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","primera","bueno","no","no","no","no",1,-3.706212,40.451127
"7292",2857,0.31,0.56,98,20,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","primera","bueno","si","si","si","no",0,-3.662524,40.388544
"1103",4900,0.24,0.33,60,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","seg.-terc.","bueno","no","si","si","no",1,-3.713336,40.424213
"7710",4167,0.14,0.28,48,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.71443,40.475632
"8539",2941,0.23,0.51,68,0,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.637569,40.429995
"4529",2892,0.27,0.38,83,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","cuar.-quinta","a_reformar","no","no","no","no",0,-3.666497,40.418026
"247",3898,0.39,0.43,118,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","sexta_o_mas","bueno","ZZZ","si","si","ZZZ",0,-3.667867,40.406667
"3978",2808,0.33,0.76,26,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","a_reformar","no","no","no","no",0,-3.70025,40.408616
"4661",2385,0.15,0.27,65,25,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","primera","a_reformar","no","no","no","no",0,-3.64195,40.398044
"1419",3300,0.25,0.48,80,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"atico","seg.-terc.","bueno","no","si","si","no",0,-3.699517,40.46205
"9721",2774,0.47,0.75,62,34.8530125112711,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.691517,40.377647
"872",4574,0.28,0.32,61,0,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","primera","bueno","si","si","si","no",1,-3.7097207,40.440128
"8935",5278,0.28,0.29,270,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,4,"atico","sexta_o_mas","bueno","no","si","si","no",0,-3.68012,40.424833
"8260",4200,0.25,0.24,140,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","sexta_o_mas","bueno","si","si","no","no",0,-3.666687,40.447731
"8049",2857,0.31,0.69,84,7.5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","primera","bueno","ZZZ","no","si","ZZZ",0,-3.705293,40.380998
"4664",5000,0.24,0.26,62,27.629670686995,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"atico","sexta_o_mas","a_reformar","no","si","ZZZ","ZZZ",0,-3.666798,40.424773
"5625",5423,0.36,0.66,71,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","primera","bueno","no","no","no","no",1,-3.695551,40.423973
"8829",2467,0.27,0.57,75,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","a_reformar","no","no","no","no",0,-3.735244,40.411062
"7002",5538,0.27,0.26,65,7.5,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","bueno","no","si","si","si",0,-3.677824,40.40683
"3376",3395,0.25,0.36,162,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","primera","bueno","si","si","si","si",0,-3.646324,40.443452
"8101",4360,0.31,0.69,86,5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","seg.-terc.","bueno","si","si","no","no",0,-3.706341,40.38521
"10742",3375,0.27,0.41,64,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.700744,40.468389
"5103",5000,0.23,0.2,120,29.2518103040356,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","sexta_o_mas","bueno","no","si","ZZZ","ZZZ",0,-3.670961,40.437317
"5231",6889,0.19,0.22,45,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","cuar.-quinta","bueno","si","si","ZZZ","si",0,-3.679755,40.45996
"8283",3298,0.25,0.24,113,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.672094,40.442995
"4752",4297,0.24,0.26,185,25,22.4451037773467,10.8508323139206,8.57455680888883,1,1,3,"piso","sexta_o_mas","bueno","no","si","si","si",0,-3.66355,40.427953
"10851",4300,0.42,0.31,107,2.5,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.654714,40.49985
"8398",3171,0.23,0.51,70,20,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","ZZZ","bueno","si","si","si","no",0,-3.637376,40.435222
"9224",3551,0.18,0.29,95,5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"chalet","cuar.-quinta","ZZZ","ZZZ","si","ZZZ","no",0,-3.604484,40.421392
"2716",4575,0.25,0.25,181,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","si","si","no","no",0,-3.6768638,40.472602
"3058",3733,0.17,0.25,75,25,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.712559,40.459602
"10147",2682,0.72,0.51,110,25,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","ZZZ","bueno","ZZZ","si","si","no",0,-3.610168,40.384082
"1639",3273,0.2,0.35,55,34.1487305273892,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.740973,40.374258
"604",3182,0.35,0.68,120,7.5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"atico","sexta_o_mas","bueno","si","si","si","si",0,-3.695916,40.384675
"3335",3429,0.25,0.36,70,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.658082,40.433752
"9184",3011,0.18,0.29,93,3,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.583177,40.443523
"4116",3163,0.33,0.76,49,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","primera","a_reformar","no","no","ZZZ","no",1,-3.698359,40.411928
"235",3917,0.39,0.43,60,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","bueno","ZZZ","si","si","ZZZ",0,-3.671815,40.39866
"6743",3321,0.24,0.45,56,0,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","ZZZ","bueno","no","si","si","si",0,-3.662353,40.399657
"2929",4750,0.35,0.52,40,25,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.701642,40.398578
"10441",4254,0.33,0.67,114,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","ZZZ","bueno","ZZZ","no","si","no",1,-3.701062,40.427953
"2020",5042,0.23,0.24,118,23.7958559026101,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","cuar.-quinta","bueno","si","ZZZ","ZZZ","no",0,-3.739505,40.42339
"5184",4000,0.19,0.22,80,28.9886750466649,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","bajo","bueno","no","si","no","no",0,-3.676364,40.457217
"4493",2111,0.22,0.62,90,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"chalet","bajo","bueno","no","no","no","no",0,-3.666347,40.379053
"3090",4375,0.17,0.25,200,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.741052,40.475452
"4065",3622,0.33,0.76,98,7.5,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","bueno","si","si","si","no",0,-3.699692,40.409956
"2049",5143,0.23,0.24,140,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.732369,40.431824
"172",2641,0.35,0.4,64,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","bueno","no","ZZZ","si","no",0,-3.707199,40.400948
"3970",3677,0.33,0.76,65,30.2036822736618,18.6782268954326,13.431372167504,17.8368933701206,1,1,2,"piso","ZZZ","bueno","no","no","no","no",1,-3.702246,40.411802
"6375",4375,0.09,0.39,80,15,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","cuar.-quinta","bueno","no","si","si","si",0,-3.717885,40.490614
"2710",6170,0.25,0.25,47,4,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.669155,40.469902
"786",2625,0.27,0.36,80,75,12.6252676659529,18.3740185581727,9.04211277658815,0,0,1,"piso","primera","bueno","si","no","si","si",0,-3.592873,40.406699
"1531",4500,0.25,0.48,40,25,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","primera","bueno","no","no","si","no",0,-3.703573,40.464238
"2357",3585,0.58,0.52,53,30,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","ZZZ","bueno","si","no","no","no",0,-3.627548,40.378394
"4537",3938,0.27,0.38,80,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.667055,40.417994
"8768",3673,0.27,0.57,98,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"piso","ZZZ","bueno","si","si","ZZZ","ZZZ",0,-3.727455,40.414525
"1813",3000,0.12,0.21,50,40,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","sexta_o_mas","a_reformar","si","no","no","no",0,-3.651752,40.459618
"7612",3600,0.14,0.28,350,15,16.9485824548359,14.2042185577595,7.08064473299875,0,0,4,"chalet","bajo","bueno","si","no","si","si",0,-3.735373,40.482536
"6165",3923,0.21,0.47,65,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","ZZZ","no","no","no",0,-3.743527,40.407533
"5701",3262,0.16,0.27,65,2.5,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.686128,40.484853
"10220",3704,0.19,0.48,84,9.94047176870458,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"atico","primera","bueno","si","si","si","no",0,-3.619673,40.439727
"5028",4429,0.23,0.2,42,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"atico","cuar.-quinta","bueno","no","si","si","no",0,-3.669219,40.434568
"3201",6094,0.24,0.27,64,4,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","primera","bueno","si","si","si","si",0,-3.655177,40.459683
"2455",3274,0.45,0.44,84,12,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.607206,40.395392
"9656",2507,0.35,0.57,67,28.7606720618503,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","ZZZ","bueno","no","no","no","no",0,-3.664091,40.392336
"9450",2774,0.39,0.73,53,1,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","seg.-terc.","bueno","si","si","si","no",0,-3.6977084,40.347514
"616",1895,0.35,0.68,95,40,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","si","no","no","no",0,-3.703852,40.3857
"7802",3833,0.18,0.32,60,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.709555,40.477313
"1604",3107,0.2,0.35,82,0,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.731965,40.374051
"6559",4836,0.17,0.23,61,0,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","ZZZ","bueno","si","si","no","no",0,-3.687831,40.461607
"1405",2000,0.25,0.48,46,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"atico","seg.-terc.","bueno","no","si","si","no",0,-3.705482,40.465397
"1850",3000,0.12,0.21,60,40,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","ZZZ","bueno","si","no","no","no",0,-3.650937,40.460564
"4595",3429,0.15,0.27,140,28.0529936306008,22.22093651161,13.0862840391885,7.95629869628944,0,0,2,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.651434,40.406557
"4321",3839,0.33,0.76,62,0,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","bueno","no","si","no","no",1,-3.70804,40.409956
"763",3425,0.14,0.43,73,27.1002996838233,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","no","no",0,-3.764598,40.392777
"5836",4675,0.39,0.56,63,5,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","si","si","si","si",0,-3.688509,40.390767
"8955",4870,0.28,0.29,115,32.6167419875265,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","sexta_o_mas","bueno","no","si","ZZZ","ZZZ",0,-3.679218,40.430093
"9234",4074,0.18,0.29,135,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.6053,40.432025
"3483",4000,0.17,0.3,120,19.9333867796546,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","primera","bueno","si","si","no","si",0,-3.663667,40.481197
"3217",2923,0.39,0.54,65,25,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","si","ZZZ",0,-3.712406,40.400242
"7267",1866,0.31,0.56,75,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","a_reformar","ZZZ","si","no","no",0,-3.660336,40.390097
"2555",3073,0.45,0.44,55,25,12.6252676659529,18.3740185581727,9.04211277658815,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.598859,40.404461
"9635",2054,0.35,0.57,65,31.8299815127392,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","a_reformar","no","no","no","no",0,-3.667506,40.3885
"6239",2353,0.21,0.47,85,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","ZZZ","a_reformar","ZZZ","si","ZZZ","ZZZ",0,-3.745222,40.40567
"11513",3500,0.26,0.41,80,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","sexta_o_mas","bueno","si","si","no","no",0,-3.652745,40.426843
"3935",4988,0.21,0.28,70,26.9649021532043,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","seg.-terc.","bueno","no","si","no","no",1,-3.685913,40.441983
"5839",3902,0.39,0.56,123,10,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","seg.-terc.","bueno","si","si","no","no",0,-3.693423,40.389394
"2444",3500,0.45,0.44,100,75,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.606734,40.396307
"5541",4417,0.27,0.37,120,35,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","ZZZ","a_reformar","ZZZ","si","no","no",1,-3.688788,40.413529
"2948",1887,0.35,0.52,53,30.6827121239102,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","ZZZ","bueno","no","no","si","no",0,-3.6953,40.3931
"8223",5294,0.25,0.24,425,40,22.4451037773467,10.8508323139206,8.57455680888883,1,1,4,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.6741229,40.443349
"6411",3151,0.34,0.61,60,40,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","si","si","ZZZ",0,-3.7129695,40.388307
"2139",2800,0.58,0.52,100,15,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","primera","bueno","si","si","si","ZZZ",0,-3.619244,40.372771
"7914",3000,0.17,0.27,85,40,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","sexta_o_mas","bueno","si","si","no","no",0,-3.650444,40.475305
"11269",2432,0.26,0.41,53,27.2136544813147,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","ZZZ","a_reformar","no","si","no","no",0,-3.653394,40.425087
"6114",2526,0.44,0.63,133,15,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","seg.-terc.","bueno","si","si","ZZZ","si",0,-3.686106,40.35871
"1925",2987,0.22,0.41,79,40,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.6148251,40.446768
"1769",3662,0.21,0.37,145,35,21.8191401950297,11.6618606886501,13.9478008774786,0,0,3,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.774837,40.39958
"597",2982,0.35,0.68,45,26.3942786357494,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","no","no","no",0,-3.693874,40.387678
"2945",2926,0.35,0.52,94,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","primera","a_reformar","no","si","no","no",0,-3.699861,40.399836
"10677",1250,0.27,0.41,30,1.05514940788516,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"estudio","bajo","bueno","no","si","no","no",0,-3.701663,40.467062
"4500",3514,0.27,0.38,74,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","a_reformar","no","no","no","no",0,-3.666605,40.418631
"1887",3039,0.22,0.41,90,20.4255663904652,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","bueno","si","si","no","no",0,-3.60888,40.440448
"10141",2000,0.72,0.51,110,25,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","ZZZ","a_reformar","no","si","no","no",0,-3.607593,40.382333
"9408",2501,0.39,0.73,98,30,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.70647,40.346511
"4984",3800,0.23,0.2,50,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","bajo","bueno","no","si","no","no",0,-3.665897,40.437464
"10262",5945,0.41,0.75,55,25,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","seg.-terc.","bueno","no","si","si","no",1,-3.707116,40.419729
"9282",6531,0.13,0.28,62,3.68121289604403,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","ZZZ","bueno","no","si","no","ZZZ",0,-3.6280978,40.446523
"1507",4173,0.25,0.48,81,2.5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","ZZZ","bueno","si","si","no","si",0,-3.70398,40.461462
"9021",3890,0.21,0.28,100,3,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.576032,40.445907
"5797",4255,0.39,0.56,67,5,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","si","si","si","si",0,-3.691063,40.39062
