"","house.price","RP","crime","built.area","age","retired","children","immigrants","shopping","historical","baths","type.house","floor","good.cond","garage","elevator","air.cond","swimming.pool","M.30","longitude","latitude"
"547",3923,0.26,0.49,65,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"ZZZ","bajo","bueno","no","si","si","no",0,-3.692912,40.472715
"5675",3938,0.16,0.27,160,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","seg.-terc.","bueno","si","si","no","si",0,-3.694754,40.485278
"9236",2500,0.18,0.29,60,31.6843106204286,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.607275,40.421943
"866",4684,0.28,0.32,95,40,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","seg.-terc.","bueno","no","si","no","no",1,-3.708766,40.440186
"759",3600,0.14,0.43,100,25,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"piso","cuar.-quinta","bueno","si","si","si","no",0,-3.75638,40.398186
"1086",5090,0.24,0.33,167,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,3,"piso","seg.-terc.","a_reformar","no","si","no","no",1,-3.717198,40.430175
"4452",2862,0.22,0.62,65,19.6072670707915,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"chalet","ZZZ","bueno","no","no","si","no",0,-3.662181,40.376808
"11752",2951,0.19,0.45,54,30,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","primera","a_reformar","ZZZ","no","ZZZ","ZZZ",0,-3.713297,40.384283
"3418",4353,0.15,0.3,85,7.5,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.59225,40.463683
"5692",4469,0.16,0.27,160,30,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","sexta_o_mas","bueno","si","si","si","no",0,-3.689733,40.486159
"9566",3966,0.35,0.57,58,40,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","a_reformar","no","no","si","no",0,-3.669091,40.395849
"5151",2864,0.11,0.48,59,30.4257579956334,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","a_reformar","no","si","no","no",0,-3.613485,40.430948
"6485",3802,0.2,0.26,131,28.74925382573,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.6723787,40.412351
"3203",3800,0.24,0.27,100,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","bueno","no","si","si","ZZZ",0,-3.660185,40.459536
"9386",2300,0.39,0.73,100,25,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","ZZZ","bueno","no","no","si","no",0,-3.707156,40.345841
"10558",4615,0.33,0.67,78,40.9488635844291,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","cuar.-quinta","bueno","ZZZ","no","ZZZ","ZZZ",1,-3.701105,40.427806
"2767",4100,0.26,0.38,60,40,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","ZZZ","bueno","no","no","si","no",0,-3.695397,40.462311
"1870",2969,0.22,0.41,64,25,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","cuar.-quinta","bueno","si","si","si","no",0,-3.610232,40.44115
"10111",3506,0.18,0.32,60,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.648727,40.443289
"11651",3100,0.27,0.44,50,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","ZZZ","bueno","si","si","no","no",0,-3.745075,40.387045
"5732",3810,0.16,0.27,126,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.700697,40.485131
"8713",5667,0.27,0.57,120,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"chalet","ZZZ","bueno","no","no","si","no",0,-3.723958,40.415555
"4201",4435,0.33,0.76,62,25,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","ZZZ","si","ZZZ","ZZZ",1,-3.699778,40.413958
"6972",4032,0.27,0.26,62,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","ZZZ","ZZZ","ZZZ","no","no","no",0,-3.680227,40.407287
"6584",5000,0.17,0.23,60,24.0747477776442,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.687694,40.462703
"7527",4107,0.44,0.57,30,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"estudio","seg.-terc.","bueno","ZZZ","no","ZZZ","ZZZ",0,-3.690356,40.402922
"427",3067,0.11,0.28,75,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.767281,40.383641
"6353",3726,0.09,0.39,106,15,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","cuar.-quinta","bueno","no","si","si","si",0,-3.71001,40.498904
"3846",4420,0.49,0.44,112,2.5,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","primera","bueno","si","si","si","si",0,-3.692436,40.508775
"6471",2195,0.34,0.61,41,40,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","ZZZ","a_reformar","ZZZ","no","no","no",0,-3.708,40.389
"5650",2877,0.16,0.27,65,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.685725,40.477492
"7744",2835,0.14,0.28,388,3,16.9485824548359,14.2042185577595,7.08064473299875,0,0,5,"chalet","bajo","a_reformar","si","no","si","si",0,-3.729022,40.482324
"4934",3434,0.26,0.19,198,32.9432239341985,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","primera","a_reformar","no","si","no","no",0,-3.673532,40.426761
"5000",3769,0.23,0.2,130,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"atico","cuar.-quinta","bueno","no","si","si","no",0,-3.665918,40.432646
"8338",4571,0.25,0.24,105,21.6672375237784,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","no","si","si","no",0,-3.669219,40.442963
"2479",3768,0.45,0.44,106,75,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","primera","bueno","si","si","no","si",0,-3.623643,40.395359
"609",2857,0.35,0.68,70,20,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"atico","seg.-terc.","bueno","ZZZ","no","si","ZZZ",0,-3.70304,40.384496
"9432",3658,0.39,0.73,41,2.5,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.715442,40.34578
"8561",2787,0.23,0.51,122,25,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","ZZZ","bueno","si","si","si","no",0,-3.639135,40.430191
"5952",3748,0.32,0.51,50,4,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.700453,40.365043
"5502",6182,0.27,0.37,55,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"atico","sexta_o_mas","bueno","si","si","ZZZ","ZZZ",0,-3.678575,40.418168
"10600",3625,0.27,0.41,48,7.5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.706684,40.46698
"6661",2533,0.24,0.45,75,15,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.661258,40.404477
"2557",3688,0.45,0.44,80,4,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","ZZZ","bueno","si","si","si","si",0,-3.623815,40.401993
"3166",2075,0.17,0.25,65,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",1,-3.718593,40.444596
"5426",3750,0.31,0.33,68,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","si","no","no",0,-3.719884,40.412374
"8044",1480,0.31,0.69,98,40,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"ZZZ","ZZZ","bueno","ZZZ","no","si","no",0,-3.704646,40.387073
"508",5308,0.27,0.26,130,0,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","seg.-terc.","bueno","no","si","si","no",1,-3.689046,40.43839
"9321",2271,0.39,0.73,56,40,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","ZZZ","bueno","no","no","si","no",0,-3.714967,40.345465
"7071",5316,0.27,0.26,79,2.5,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","primera","bueno","si","si","si","si",0,-3.6781,40.40433
"3012",6179,0.22,0.27,56,0,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","ZZZ","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.67292,40.448907
"9250",4225,0.18,0.29,71,20,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","seg.-terc.","bueno","si","si","ZZZ","ZZZ",0,-3.602099,40.427169
"2750",3256,0.26,0.38,86,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.696148,40.460826
"4912",5533,0.26,0.19,45,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.67574,40.426254
"764",2986,0.14,0.43,70,25,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.759749,40.395751
"8808",2316,0.27,0.57,95,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.736403,40.410898
"6540",3719,0.17,0.23,242,25.6145421306172,21.3085529446878,11.4343101904508,6.06361267736289,1,1,3,"piso","primera","a_reformar","si","si","si","ZZZ",0,-3.672953,40.46654
"11650",3516,0.27,0.44,64,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.741703,40.390391
"3623",2780,0.29,0.43,82,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","primera","bueno","no","si","no","no",1,-3.700526,40.448711
"1182",4253,0.48,0.72,195,7.5,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"atico","ZZZ","ZZZ","si","si","si","no",0,-3.680398,40.402729
"4506",3857,0.27,0.38,70,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","bueno","ZZZ","no","no","no",0,-3.668768,40.409215
"3030",6750,0.22,0.27,80,33.9049985716291,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"chalet","ZZZ","bueno","ZZZ","no","no","no",0,-3.666751,40.452058
"9247",4611,0.18,0.29,108,5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","seg.-terc.","bueno","si","si","ZZZ","ZZZ",0,-3.60918,40.421844
"8256",3085,0.25,0.24,47,21.1142395676892,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","primera","bueno","ZZZ","si","no","no",0,-3.67314,40.442591
"2525",4286,0.45,0.44,77,14.7959230677976,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.60652,40.398072
"10136",2918,0.72,0.51,103,19.5994064192299,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","sexta_o_mas","bueno","ZZZ","si","si","ZZZ",0,-3.60545,40.37969
"10543",5167,0.33,0.67,90,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","bueno","no","no","si","no",1,-3.70746,40.427925
"11720",2949,0.19,0.45,100,5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","seg.-terc.","bueno","ZZZ","no","si","ZZZ",0,-3.710164,40.386016
"8847",3455,0.24,0.45,55,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.643255,40.437451
"6793",4171,0.31,0.51,76,28.4252990901568,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.718177,40.397146
"8286",4156,0.25,0.24,77,25,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.671536,40.44502
"3670",4917,0.29,0.43,60,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.697243,40.457756
"1365",3250,0.25,0.48,67,0,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"atico","seg.-terc.","bueno","no","si","si","no",0,-3.703637,40.46556
"2778",2833,0.26,0.38,90,10,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.694496,40.465152
"2193",3114,0.58,0.52,70,2.5,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.595237,40.36192
"5240",3488,0.19,0.22,80,13.2077190026992,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","sexta_o_mas","bueno","si","si","no","si",0,-3.68042,40.454262
"1137",4444,0.24,0.33,180,40,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","cuar.-quinta","bueno","no","si","no","no",1,-3.71702,40.434649
"4451",1503,0.22,0.62,120,40,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"chalet","seg.-terc.","a_reformar","no","no","no","no",0,-3.671193,40.377478
"4366",2553,0.22,0.62,47,25,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","no","si","no",0,-3.668425,40.382875
"7477",3500,0.29,0.57,60,40,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.639607,40.38485
"7001",9000,0.27,0.26,133,0,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","ZZZ","bueno","si","si","si","si",0,-3.6791769,40.40772
"5604",7989,0.36,0.66,47,0,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","bueno","no","si","ZZZ","no",1,-3.696342,40.424801
"9242",1655,0.18,0.29,55,5,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","ZZZ","a_reformar","ZZZ","no","ZZZ","ZZZ",0,-3.598022,40.42186
"8341",2656,0.25,0.24,160,25,16.2444144382421,8.89722566365522,18.5726018625499,1,1,3,"piso","ZZZ","bueno","ZZZ","si","si","no",0,-3.67375,40.441759
"3237",3151,0.39,0.54,67,40,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","no","no","ZZZ",0,-3.710451,40.393419
"4504",3772,0.27,0.38,57,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","primera","bueno","no","no","no","no",0,-3.665274,40.422061
"1984",2837,0.22,0.53,141,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","seg.-terc.","a_reformar","no","si","no","no",0,-3.7211,40.4102
"6341",3652,0.09,0.39,115,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","primera","bueno","si","si","no","si",0,-3.711662,40.491022
"8173",1843,0.31,0.69,70,40,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","ZZZ","no","no","no",0,-3.710332,40.386762
"2780",6788,0.26,0.38,165,5,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","sexta_o_mas","bueno","si","si","si","ZZZ",0,-3.689346,40.460679
"10202",4055,0.19,0.48,109,3,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","primera","bueno","si","si","no","si",0,-3.616029,40.436484
"820",2000,0.19,0.63,110,25,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","sexta_o_mas","bueno","ZZZ","si","no","no",0,-3.625274,40.425617
"7023",2929,0.27,0.26,120,28.8170172047853,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","seg.-terc.","bueno","no","si","ZZZ","ZZZ",0,-3.678124,40.40598
"11289",3425,0.26,0.41,73,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","primera","bueno","no","si","si","no",0,-3.652332,40.433735
"5531",7667,0.27,0.37,300,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,4,"piso","cuar.-quinta","bueno","si","si","si","ZZZ",1,-3.690838,40.416723
"6591",6522,0.17,0.23,138,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","cuar.-quinta","bueno","si","si","si","no",0,-3.672352,40.462035
"2520",2794,0.45,0.44,63,40,12.6252676659529,18.3740185581727,9.04211277658815,0,0,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.613453,40.40617
"3944",5500,0.21,0.28,300,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","primera","a_reformar","si","si","no","no",1,-3.688638,40.44987
"7139",5625,0.29,0.45,240,3.07155004543946,15.6252175325429,15.5469058171102,7.53242685105692,1,0,4,"piso","ZZZ","bueno","si","si","si","si",1,-3.709259,40.423429
"11394",2500,0.26,0.41,80,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.651152,40.426941
"3277",3151,0.39,0.54,96,25,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","no","no",0,-3.7084779,40.395644
"3837",4889,0.49,0.44,450,15.5030772502441,15.6252175325429,15.5469058171102,7.53242685105692,1,0,5,"chalet","ZZZ","bueno","si","no","si","no",0,-3.6825378,40.52
"9769",2732,0.47,0.75,121,7.5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","seg.-terc.","bueno","si","si","no","si",0,-3.691088,40.36653
"4544",3495,0.27,0.38,103,31.6569974033091,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","cuar.-quinta","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.668275,40.411241
"1130",3758,0.24,0.33,165,33.6707279914173,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","seg.-terc.","a_reformar","no","si","no","no",1,-3.71604,40.431661
"9998",3462,0.22,0.31,104,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,2,"piso","seg.-terc.","bueno","no","si","si","si",0,-3.660657,40.454899
"6482",6111,0.2,0.26,135,21.3681055987701,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","cuar.-quinta","bueno","si","si","ZZZ","ZZZ",0,-3.673918,40.417286
"10582",2232,0.27,0.41,112,25,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.701642,40.469788
"4839",4433,0.31,0.57,97,30,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"piso","sexta_o_mas","bueno","no","si","no","no",1,-3.715185,40.440289
"4679",4000,0.24,0.26,48,40,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","bajo","bueno","no","no","no","no",0,-3.66536,40.426782
"8586",3000,0.23,0.51,60,30.9943518239844,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","primera","bueno","no","no","si","no",0,-3.641238,40.432837
"8611",2877,0.23,0.41,106,25,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","si","no","si","no",0,-3.745909,40.37689
"3455",6716,0.39,0.65,67,23.8470622977073,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","ZZZ","si","no","no",1,-3.699625,40.415522
"10273",4861,0.41,0.75,72,15,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","no","si","no","no",1,-3.700719,40.420292
"6698",3486,0.24,0.45,70,40,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.648856,40.402337
"5219",6533,0.19,0.22,199,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","sexta_o_mas","bueno","ZZZ","si","ZZZ","no",0,-3.688059,40.460842
"2033",4200,0.23,0.24,100,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","sexta_o_mas","a_reformar","no","si","no","no",0,-3.731017,40.42761
"7654",2857,0.14,0.28,70,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.721,40.482867
"9334",2478,0.39,0.73,113,15,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"atico","seg.-terc.","bueno","ZZZ","no","ZZZ","ZZZ",0,-3.714924,40.345416
"11478",3513,0.26,0.41,80,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","bueno","si","si","no","no",0,-3.633342,40.421909
"727",4390,0.14,0.43,41,25,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","ZZZ","bueno","ZZZ","no","no","no",0,-3.752518,40.388021
"3639",4922,0.29,0.43,193,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","bajo","bueno","si","si","ZZZ","ZZZ",1,-3.6942302,40.454229
"4153",5385,0.33,0.76,65,5,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","no",1,-3.708555,40.411181
"7496",4583,0.44,0.57,36,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.693488,40.403333
"523",5814,0.27,0.26,86,40,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","seg.-terc.","a_reformar","no","si","no","no",1,-3.689175,40.433882
"11599",3469,0.27,0.44,110,0,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","ZZZ","a_reformar","si","si","si","si",0,-3.741016,40.389808
