162,CATALUÑA,C-66,OBRAS EN GENERAL,2021/01/29 09:07:00,\"\",GI,VERDE,55.8,50.4,USALL,GIRONA,GI101259126,AMBOS SENTIDOS,OBRAS,0,2,42.15595,id-incidencia-1.162,incidencia,\"\",\"\",2.74835,2.74835,42.15595,2021/02/05 14:30:00
163,CATALUÑA,GI-533,TRABAJOS DE MANTENIMIENTO,2021/02/01 11:32:00,\"\",GI,VERDE,2.8,2.0,VILABLAREIX,GIRONA,GI102019196,AMBOS SENTIDOS,OBRAS,0,1,41.9556327,id-incidencia-1.163,incidencia,\"\",\"\",2.7984255,2.7984255,41.9556327,2021/02/05 14:30:00
164,CATALUÑA,N-II,TRABAJOS DE MANTENIMIENTO,2021/02/03 09:30:00,\"\",GI,VERDE,734.5,734.0,VILADEMULS,GIRONA,GI102029182,AMBOS SENTIDOS,OBRAS,0,5,42.1101795,id-incidencia-1.164,incidencia,\"\",\"\",2.8998113,2.8998113,42.1101795,2021/02/05 14:30:00
182,CATALUÑA,C-13,TRABAJOS DE MANTENIMIENTO,2021/01/12 11:25:00,\"\",L,VERDE,45.7,45.5,CAMARASA,LLEIDA,OL012079041,AMBOS SENTIDOS,OBRAS,0,5,41.8941736,id-incidencia-1.182,incidencia,\"\",\"\",0.8788536,0.8788536,41.8941736,2021/02/05 14:30:00
183,CATALUÑA,C-13,TRABAJOS DE MANTENIMIENTO,2021/01/22 17:24:00,\"\",L,VERDE,47.2,46.4,CAMARASA,LLEIDA,OL101238001,AMBOS SENTIDOS,OBRAS,0,3,41.9010705,id-incidencia-1.183,incidencia,\"\",\"\",0.8842893,0.8842893,41.9010705,2021/02/05 14:30:00
184,CATALUÑA,C-462,REASFALTADO,2020/09/30 21:36:00,ALÀS I CERC,L,VERDE,83.1,68.8,\"\",LLEIDA,OL008309020,AMBOS SENTIDOS,OBRAS,0,2,42.2772083,id-incidencia-1.184,incidencia,\"\",\"\",1.5024114,1.5024114,42.2772083,2021/02/05 14:30:00
185,CATALUÑA,L-504,OBRAS EN GENERAL,2020/12/24 19:22:00,\"\",L,VERDE,18.6,18.6,LLADORRE,LLEIDA,OL012149263,AMBOS SENTIDOS,OBRAS,0,2,42.6399702,id-incidencia-1.185,incidencia,\"\",\"\",1.2521372,1.2521372,42.6399702,2021/02/05 14:30:00
186,CATALUÑA,C-14,TRABAJOS DE MANTENIMIENTO,2021/01/11 13:10:00,\"\",L,VERDE,169.0,162.5,ORGANYA,LLEIDA,OL010119011,AMBOS SENTIDOS,OBRAS,0,18,42.2115308,id-incidencia-1.186,incidencia,\"\",\"\",1.3295613,1.3295613,42.2115308,2021/02/05 14:30:00
187,CATALUÑA,C-14,\"\",2019/11/01 18:31:00,PAS ALTERNATIU MENTRE DURI L' OBRA I TALLS PUNTUALS DE CALÇADA,L,VERDE,166.5,163.2,ORGANYÀ,LLEIDA,OL901070006,AMBOS SENTIDOS,OBRAS,0,22,42.2194627,id-incidencia-1.187,incidencia,\"\",\"\",1.3326848,1.3326848,42.2194627,2021/02/05 14:30:00
288,CATALUÑA,TV-7048,OBRAS EN GENERAL,2020/07/03 09:47:00,SELVA DEL CAMP,T,VERDE,2.0,1.0,ALMOSTER,TARRAGONA,OT005149171,AMBOS SENTIDOS,OBRAS,0,5,41.1862674,id-incidencia-1.288,incidencia,\"\",\"\",1.1057797,1.1057797,41.1862674,2021/02/05 14:30:00
289,CATALUÑA,C-43,TRABAJOS DE MANTENIMIENTO,2020/06/09 13:19:00,GANDESA,T,VERDE,13.4,0.0,BENIFALLET,TARRAGONA,OT005288212,AMBOS SENTIDOS,OBRAS,0,2,40.98067,id-incidencia-1.289,incidencia,\"\",\"\",0.51698,0.51698,40.98067,2021/02/05 14:30:00
290,CATALUÑA,T-301,OBRAS EN GENERAL,2021/02/02 10:58:00,\"\",T,VERDE,24.0,21.1,BENIFALLET,TARRAGONA,OT101118251,AMBOS SENTIDOS,OBRAS,0,2,40.9525069,id-incidencia-1.290,incidencia,\"\",\"\",0.5030294,0.5030294,40.9525069,2021/02/05 14:30:00
291,CATALUÑA,T-362,TRABAJOS DE MANTENIMIENTO,2021/01/29 14:29:00,PRAT DE COMTE,T,VERDE,1.5,0.2,BOT,TARRAGONA,OT101258104,SUR,OBRAS,0,3,41.04866,id-incidencia-1.291,incidencia,\"\",\"\",0.37064,0.37064,41.04866,2021/02/05 14:30:00
